WordInput,WordKey,Romaji,Wapuro,Pos,JaTranslation,JaHint,ZhTranslation,ZhHint,ZhSentance,ZhSentanceTranslation,BookName,BookChapter,BookExtra,BookWordId,,,,,,,,,,,,,,,30
ギュ,,gyu,gyu,KANA;KATAKANA;DAKUON;YOON,,,,,,,KANA,YOON,,73,,,,,,,,,,,,,,,
ギョ,,gyo,gyo,KANA;KATAKANA;DAKUON;YOON,,,,,,,KANA,YOON,,74,,,,,,,,,,,,,,,
ジャ,,ja,ja,KANA;KATAKANA;DAKUON;YOON,,,,赫本式罗马字：ja，训令式罗马字：zya，不存在jya,,,KANA,YOON,,75,,,,,,,,,,,,,,,
ジュ,,ju,ju,KANA;KATAKANA;DAKUON;YOON,,,,赫本式罗马字：ju，训令式罗马字：zyu，不存在jyu,,,KANA,YOON,,76,,,,,,,,,,,,,,,
ジョ,,jo,jo,KANA;KATAKANA;DAKUON;YOON,,,,赫本式罗马字：ja，训令式罗马字：zya，不存在jya,,,KANA,YOON,,77,,,,,,,,,,,,,,,
ビャ,,bya,bya,KANA;KATAKANA;DAKUON;YOON,,,,,,,KANA,YOON,,78,,,,,,,,,,,,,,,
ビュ,,byu,byu,KANA;KATAKANA;DAKUON;YOON,,,,,,,KANA,YOON,,79,,,,,,,,,,,,,,,
ビョ,,byo,byo,KANA;KATAKANA;DAKUON;YOON,,,,,,,KANA,YOON,,80,,,,,,,,,,,,,,,
ピャ,,pya,pya,KANA;KATAKANA;HANDAKUON;YOON,,,,,,,KANA,YOON,,81,,,,,,,,,,,,,,,
ピュ,,pyu,pyu,KANA;KATAKANA;HANDAKUON;YOON,,,,,,,KANA,YOON,,82,,,,,,,,,,,,,,,
ピョ,,pyo,pyo,KANA;KATAKANA;HANDAKUON;YOON,,,,,,,KANA,YOON,,83,,,,,,,,,,,,,,,
ャ,,xya,xya,KANA;KATAKANA;SEION;YOON,,,,在日语输入法中输入前缀x或l可直接输入小字,,,KANA,YOON,,84,,,,,,,,,,,,,,,
ュ,,xyu,xyu,KANA;KATAKANA;SEION;YOON,,,,在日语输入法中输入前缀x或l可直接输入小字,,,KANA,YOON,,85,,,,,,,,,,,,,,,
ョ,,xyo,xyo,KANA;KATAKANA;SEION;YOON,,,,在日语输入法中输入前缀x或l可直接输入小字,,,KANA,YOON,,86,,,,,,,,,,,,,,,
ッ,,xtu,xtu,KANA;KATAKANA;SOKUON,,,,促音只会发生在カサタパ行假名之前，促音的罗马字是双写后一个假名的子音（辅音），在输入法中可直接双写后一个假名的子音输入，例如：kka-ッカ，ssa-ッサ，tta-ッタ，ppa-ッパ，也可通过xtu（或xtsu）直接输入促音,,,KANA,YOON,,87,,,,,,,,,,,,,,,
ああ,,ā,aa,KANA;HIRAGANA;CHOON,,,,あ段长音,,,KANA,CHOON,,1,,,,,,,,,,,,,,,
いい,,ī,ii,KANA;HIRAGANA;CHOON,,,,い段长音,,,KANA,CHOON,,2,,,,,,,,,,,,,,,
うう,,ū,uu,KANA;HIRAGANA;CHOON,,,,う段长音,,,KANA,CHOON,,3,,,,,,,,,,,,,,,
ええ,,ē,ee,KANA;HIRAGANA;CHOON,,,,え段长音,,,KANA,CHOON,,4,,,,,,,,,,,,,,,
えい,,ei,ei,KANA;HIRAGANA;CHOON,,,,え段长音，特别注意母音えい的罗马字是ei，不是ē；另外，在某些标准中えい不被当作长音，只是发音同ええ,,,KANA,CHOON,,5,,,,,,,,,,,,,,,
おお,,ō,oo,KANA;HIRAGANA;CHOON,,,,お段长音,,,KANA,CHOON,,6,,,,,,,,,,,,,,,
おう,,ō,ou,KANA;HIRAGANA;CHOON,,,,お段长音，特别注意母音为おう的罗马字是ō，不是ou（与えい相反）；,,,KANA,CHOON,,7,,,,,,,,,,,,,,,
アー,,ā,a-,KANA;KATAKANA;CHOON,,,,ア段长音,<ruby>パーティー<rt>party</rt></ruby>,派对,KANA,CHOON,,101,,,,,,,,,,,,,,,
イー,,ī,i-,KANA;KATAKANA;CHOON,,,,イ段长音,<ruby>ヒーター<rt>heater</rt></ruby>；<ruby>タクシー<rt>taxi</rt></ruby>,加热器；出租车,KANA,CHOON,,102,,,,,,,,,,,,,,,
ウー,,ū,u-,KANA;KATAKANA;CHOON,,,,ウ段长音,<ruby>スーパーマン<rt>superman</rt></ruby>,超人,KANA,CHOON,,103,,,,,,,,,,,,,,,
エー,,ē,e-,KANA;KATAKANA;CHOON,,,,エ段长音,<ruby>セーラー<rt>sailor</rt></ruby>；<ruby>バレーボール<rt>volleyball</rt></ruby>,水手；排球,KANA,CHOON,,104,,,,,,,,,,,,,,,
オー,,ō,o-,KANA;KATAKANA;CHOON,,,,オ段长音,<ruby>ソール<rt>sole</rt></ruby>,脚掌,KANA,CHOON,,105,,,,,,,,,,,,,,,
シェ,,she,she,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,1,,,,,,,,,,,,,,,
チェ,,che,che,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,2,,,,,,,,,,,,,,,
ツァ,,tsa,tsa,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,3,,,,,,,,,,,,,,,
ツェ,,tse,tse,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,4,,,,,,,,,,,,,,,
ツォ,,tso,tso,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,5,,,,,,,,,,,,,,,
ティ,,ti,thi,KANA;KATAKANA;GAIRAIGO,,,,在日语输入法中必须输入thi，不能输入ti，与チ区分,,,KANA,GAIRAIGO,,6,,,,,,,,,,,,,,,
ファ,,fa,fa,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,7,,,,,,,,,,,,,,,
フィ,,fi,fi,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,8,,,,,,,,,,,,,,,
フェ,,fe,fe,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,9,,,,,,,,,,,,,,,
フォ,,fo,fo,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,10,,,,,,,,,,,,,,,
ジェ,,je,je,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,11,,,,,,,,,,,,,,,
ディ,,di,dhi,KANA;KATAKANA;GAIRAIGO,,,,在日语输入法中必须输入dhi，不能输入di，与ヂ区分,,,KANA,GAIRAIGO,,12,,,,,,,,,,,,,,,
ヂュ,,dyu,dyu,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,,13,,,,,,,,,,,,,,,
イェ,,ye,ye,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,101,,,,,,,,,,,,,,,
ウィ,,wi,uxi,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,102,,,,,,,,,,,,,,,
ウェ,,we,uxe,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,103,,,,,,,,,,,,,,,
ウォ,,wo,uxo,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,104,,,,,,,,,,,,,,,
クァ,,kwa,kuxa,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,105,,,,,,,,,,,,,,,
クィ,,kwi,kuxi,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,106,,,,,,,,,,,,,,,
クェ,,kwe,kuxe,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,107,,,,,,,,,,,,,,,
クォ,,kwo,kuxo,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,108,,,,,,,,,,,,,,,
ツィ,,tsi,tsi,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,109,,,,,,,,,,,,,,,
トゥ,,tu,toxu,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,110,,,,,,,,,,,,,,,
テュ,,tyu,texyu,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,111,,,,,,,,,,,,,,,
フュ,,fyu,fyu,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,112,,,,,,,,,,,,,,,
ヴァ,,va,va,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,113,,,,,,,,,,,,,,,
ヴィ,,vi,vi,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,114,,,,,,,,,,,,,,,
ヴ,,vu,vu,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,115,,,,,,,,,,,,,,,
ヴェ,,ve,ve,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,116,,,,,,,,,,,,,,,
ヴォ,,vo,vo,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,117,,,,,,,,,,,,,,,
ヴュ,,vyu,vyu,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,118,,,,,,,,,,,,,,,
グァ,,gwa,gwa,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,119,,,,,,,,,,,,,,,
ドゥ,,du,doxu,KANA;KATAKANA;GAIRAIGO,,,,,,,KANA,GAIRAIGO,EXT,120,,,,,,,,,,,,,,,
あ,a,a,a,ROMAJI;HIRAGANA;SEION,「平仮名」a,,,,,,ROMAJI,HIRAGANA,,1,,,,,,,,,,,,,,,
い,i,i,i,ROMAJI;HIRAGANA;SEION,「平仮名」i,,,,,,ROMAJI,HIRAGANA,,2,,,,,,,,,,,,,,,
う,u,u,u,ROMAJI;HIRAGANA;SEION,「平仮名」u,,,,,,ROMAJI,HIRAGANA,,3,,,,,,,,,,,,,,,
え,e,e,e,ROMAJI;HIRAGANA;SEION,「平仮名」e,,,,,,ROMAJI,HIRAGANA,,4,,,,,,,,,,,,,,,
お,o,o,o,ROMAJI;HIRAGANA;SEION,「平仮名」o,,,,,,ROMAJI,HIRAGANA,,5,,,,,,,,,,,,,,,
か,ka,ka,ka,ROMAJI;HIRAGANA;SEION,「平仮名」ka,,,,,,ROMAJI,HIRAGANA,,6,,,,,,,,,,,,,,,
き,ki,ki,ki,ROMAJI;HIRAGANA;SEION,「平仮名」ki,,,,,,ROMAJI,HIRAGANA,,7,,,,,,,,,,,,,,,
く,ku,ku,ku,ROMAJI;HIRAGANA;SEION,「平仮名」ku,,,,,,ROMAJI,HIRAGANA,,8,,,,,,,,,,,,,,,
け,ke,ke,ke,ROMAJI;HIRAGANA;SEION,「平仮名」ke,,,,,,ROMAJI,HIRAGANA,,9,,,,,,,,,,,,,,,
こ,ko,ko,ko,ROMAJI;HIRAGANA;SEION,「平仮名」ko,,,,,,ROMAJI,HIRAGANA,,10,,,,,,,,,,,,,,,
さ,sa,sa,sa,ROMAJI;HIRAGANA;SEION,「平仮名」sa,,,,,,ROMAJI,HIRAGANA,,11,,,,,,,,,,,,,,,
し,shi,shi,shi,ROMAJI;HIRAGANA;SEION,「平仮名」shi,,,,,,ROMAJI,HIRAGANA,,12,,,,,,,,,,,,,,,
す,su,su,su,ROMAJI;HIRAGANA;SEION,「平仮名」su,,,,,,ROMAJI,HIRAGANA,,13,,,,,,,,,,,,,,,
せ,se,se,se,ROMAJI;HIRAGANA;SEION,「平仮名」se,,,,,,ROMAJI,HIRAGANA,,14,,,,,,,,,,,,,,,
そ,so,so,so,ROMAJI;HIRAGANA;SEION,「平仮名」so,,,,,,ROMAJI,HIRAGANA,,15,,,,,,,,,,,,,,,
た,ta,ta,ta,ROMAJI;HIRAGANA;SEION,「平仮名」ta,,,,,,ROMAJI,HIRAGANA,,16,,,,,,,,,,,,,,,
ち,chi,chi,chi,ROMAJI;HIRAGANA;SEION,「平仮名」chi,,,,,,ROMAJI,HIRAGANA,,17,,,,,,,,,,,,,,,
つ,tsu,tsu,tsu,ROMAJI;HIRAGANA;SEION,「平仮名」tsu,,,,,,ROMAJI,HIRAGANA,,18,,,,,,,,,,,,,,,
て,te,te,te,ROMAJI;HIRAGANA;SEION,「平仮名」te,,,,,,ROMAJI,HIRAGANA,,19,,,,,,,,,,,,,,,
と,to,to,to,ROMAJI;HIRAGANA;SEION,「平仮名」to,,,,,,ROMAJI,HIRAGANA,,20,,,,,,,,,,,,,,,
な,na,na,na,ROMAJI;HIRAGANA;SEION,「平仮名」na,,,,,,ROMAJI,HIRAGANA,,21,,,,,,,,,,,,,,,
に,ni,ni,ni,ROMAJI;HIRAGANA;SEION,「平仮名」ni,,,,,,ROMAJI,HIRAGANA,,22,,,,,,,,,,,,,,,
ぬ,nu,nu,nu,ROMAJI;HIRAGANA;SEION,「平仮名」nu,,,,,,ROMAJI,HIRAGANA,,23,,,,,,,,,,,,,,,
ね,ne,ne,ne,ROMAJI;HIRAGANA;SEION,「平仮名」ne,,,,,,ROMAJI,HIRAGANA,,24,,,,,,,,,,,,,,,
の,no,no,no,ROMAJI;HIRAGANA;SEION,「平仮名」no,,,,,,ROMAJI,HIRAGANA,,25,,,,,,,,,,,,,,,
は,ha,ha,ha,ROMAJI;HIRAGANA;SEION,「平仮名」ha,,,,,,ROMAJI,HIRAGANA,,26,,,,,,,,,,,,,,,
ひ,hi,hi,hi,ROMAJI;HIRAGANA;SEION,「平仮名」hi,,,,,,ROMAJI,HIRAGANA,,27,,,,,,,,,,,,,,,
ふ,fu,fu,fu,ROMAJI;HIRAGANA;SEION,「平仮名」fu,,,,,,ROMAJI,HIRAGANA,,28,,,,,,,,,,,,,,,
へ,he,he,he,ROMAJI;HIRAGANA;SEION,「平仮名」he,,,,,,ROMAJI,HIRAGANA,,29,,,,,,,,,,,,,,,
ほ,ho,ho,ho,ROMAJI;HIRAGANA;SEION,「平仮名」ho,,,,,,ROMAJI,HIRAGANA,,30,,,,,,,,,,,,,,,
ま,ma,ma,ma,ROMAJI;HIRAGANA;SEION,「平仮名」ma,,,,,,ROMAJI,HIRAGANA,,31,,,,,,,,,,,,,,,
み,mi,mi,mi,ROMAJI;HIRAGANA;SEION,「平仮名」mi,,,,,,ROMAJI,HIRAGANA,,32,,,,,,,,,,,,,,,
む,mu,mu,mu,ROMAJI;HIRAGANA;SEION,「平仮名」mu,,,,,,ROMAJI,HIRAGANA,,33,,,,,,,,,,,,,,,
め,me,me,me,ROMAJI;HIRAGANA;SEION,「平仮名」me,,,,,,ROMAJI,HIRAGANA,,34,,,,,,,,,,,,,,,
も,mo,mo,mo,ROMAJI;HIRAGANA;SEION,「平仮名」mo,,,,,,ROMAJI,HIRAGANA,,35,,,,,,,,,,,,,,,
や,ya,ya,ya,ROMAJI;HIRAGANA;SEION,「平仮名」ya,,,,,,ROMAJI,HIRAGANA,,36,,,,,,,,,,,,,,,
ゆ,yu,yu,yu,ROMAJI;HIRAGANA;SEION,「平仮名」yu,,,,,,ROMAJI,HIRAGANA,,38,,,,,,,,,,,,,,,
よ,yo,yo,yo,ROMAJI;HIRAGANA;SEION,「平仮名」yo,,,,,,ROMAJI,HIRAGANA,,40,,,,,,,,,,,,,,,
ら,ra,ra,ra,ROMAJI;HIRAGANA;SEION,「平仮名」ra,,,,,,ROMAJI,HIRAGANA,,41,,,,,,,,,,,,,,,
り,ri,ri,ri,ROMAJI;HIRAGANA;SEION,「平仮名」ri,,,,,,ROMAJI,HIRAGANA,,42,,,,,,,,,,,,,,,
る,ru,ru,ru,ROMAJI;HIRAGANA;SEION,「平仮名」ru,,,,,,ROMAJI,HIRAGANA,,43,,,,,,,,,,,,,,,
れ,re,re,re,ROMAJI;HIRAGANA;SEION,「平仮名」re,,,,,,ROMAJI,HIRAGANA,,44,,,,,,,,,,,,,,,
ろ,ro,ro,ro,ROMAJI;HIRAGANA;SEION,「平仮名」ro,,,,,,ROMAJI,HIRAGANA,,45,,,,,,,,,,,,,,,
わ,wa,wa,wa,ROMAJI;HIRAGANA;SEION,「平仮名」wa,,,,,,ROMAJI,HIRAGANA,,46,,,,,,,,,,,,,,,
ゐ,wi,wi,wi,DEPRECATED;ROMAJI;HIRAGANA;SEION,「平仮名」wi,,,,,,ROMAJI,HIRAGANA,EXT,47,,,,,,,,,,,,,,,
ゑ,we,we,we,DEPRECATED;ROMAJI;HIRAGANA;SEION,「平仮名」we,,,,,,ROMAJI,HIRAGANA,EXT,49,,,,,,,,,,,,,,,
を,wo,o,wo,ROMAJI;HIRAGANA;SEION,「平仮名」o (wo),,,,,,ROMAJI,HIRAGANA,,50,,,,,,,,,,,,,,,
ん,nn,n,nn,ROMAJI;HIRAGANA;HATSUON,「平仮名」n (nn),,,,,,ROMAJI,HIRAGANA,,51,,,,,,,,,,,,,,,
ア,A,a,a,ROMAJI;KATAKANA;SEION,「片仮名」a,,,,,,ROMAJI,KATAKANA,,1,,,,,,,,,,,,,,,
イ,I,i,i,ROMAJI;KATAKANA;SEION,「片仮名」i,,,,,,ROMAJI,KATAKANA,,2,,,,,,,,,,,,,,,
ウ,U,u,u,ROMAJI;KATAKANA;SEION,「片仮名」u,,,,,,ROMAJI,KATAKANA,,3,,,,,,,,,,,,,,,
エ,E,e,e,ROMAJI;KATAKANA;SEION,「片仮名」e,,,,,,ROMAJI,KATAKANA,,4,,,,,,,,,,,,,,,
オ,O,o,o,ROMAJI;KATAKANA;SEION,「片仮名」o,,,,,,ROMAJI,KATAKANA,,5,,,,,,,,,,,,,,,
カ,KA,ka,ka,ROMAJI;KATAKANA;SEION,「片仮名」ka,,,,,,ROMAJI,KATAKANA,,6,,,,,,,,,,,,,,,
キ,KI,ki,ki,ROMAJI;KATAKANA;SEION,「片仮名」ki,,,,,,ROMAJI,KATAKANA,,7,,,,,,,,,,,,,,,
ク,KU,ku,ku,ROMAJI;KATAKANA;SEION,「片仮名」ku,,,,,,ROMAJI,KATAKANA,,8,,,,,,,,,,,,,,,
ケ,KE,ke,ke,ROMAJI;KATAKANA;SEION,「片仮名」ke,,,,,,ROMAJI,KATAKANA,,9,,,,,,,,,,,,,,,
コ,KO,ko,ko,ROMAJI;KATAKANA;SEION,「片仮名」ko,,,,,,ROMAJI,KATAKANA,,10,,,,,,,,,,,,,,,
サ,SA,sa,sa,ROMAJI;KATAKANA;SEION,「片仮名」sa,,,,,,ROMAJI,KATAKANA,,11,,,,,,,,,,,,,,,
シ,SHI,shi,shi,ROMAJI;KATAKANA;SEION,「片仮名」shi,,,,,,ROMAJI,KATAKANA,,12,,,,,,,,,,,,,,,
ス,SU,su,su,ROMAJI;KATAKANA;SEION,「片仮名」su,,,,,,ROMAJI,KATAKANA,,13,,,,,,,,,,,,,,,
セ,SE,se,se,ROMAJI;KATAKANA;SEION,「片仮名」se,,,,,,ROMAJI,KATAKANA,,14,,,,,,,,,,,,,,,
ソ,SO,so,so,ROMAJI;KATAKANA;SEION,「片仮名」so,,,,,,ROMAJI,KATAKANA,,15,,,,,,,,,,,,,,,
タ,TA,ta,ta,ROMAJI;KATAKANA;SEION,「片仮名」ta,,,,,,ROMAJI,KATAKANA,,16,,,,,,,,,,,,,,,
チ,CHI,chi,chi,ROMAJI;KATAKANA;SEION,「片仮名」chi,,,,,,ROMAJI,KATAKANA,,17,,,,,,,,,,,,,,,
ツ,TSU,tsu,tsu,ROMAJI;KATAKANA;SEION,「片仮名」tsu,,,,,,ROMAJI,KATAKANA,,18,,,,,,,,,,,,,,,
テ,TE,te,te,ROMAJI;KATAKANA;SEION,「片仮名」te,,,,,,ROMAJI,KATAKANA,,19,,,,,,,,,,,,,,,
ト,TO,to,to,ROMAJI;KATAKANA;SEION,「片仮名」to,,,,,,ROMAJI,KATAKANA,,20,,,,,,,,,,,,,,,
ナ,NA,na,na,ROMAJI;KATAKANA;SEION,「片仮名」na,,,,,,ROMAJI,KATAKANA,,21,,,,,,,,,,,,,,,
ニ,NI,ni,ni,ROMAJI;KATAKANA;SEION,「片仮名」ni,,,,,,ROMAJI,KATAKANA,,22,,,,,,,,,,,,,,,
ヌ,NU,nu,nu,ROMAJI;KATAKANA;SEION,「片仮名」nu,,,,,,ROMAJI,KATAKANA,,23,,,,,,,,,,,,,,,
ネ,NE,ne,ne,ROMAJI;KATAKANA;SEION,「片仮名」ne,,,,,,ROMAJI,KATAKANA,,24,,,,,,,,,,,,,,,
ノ,NO,no,no,ROMAJI;KATAKANA;SEION,「片仮名」no,,,,,,ROMAJI,KATAKANA,,25,,,,,,,,,,,,,,,
ハ,HA,ha,ha,ROMAJI;KATAKANA;SEION,「片仮名」ha,,,,,,ROMAJI,KATAKANA,,26,,,,,,,,,,,,,,,
ヒ,HI,hi,hi,ROMAJI;KATAKANA;SEION,「片仮名」hi,,,,,,ROMAJI,KATAKANA,,27,,,,,,,,,,,,,,,
フ,FU,fu,fu,ROMAJI;KATAKANA;SEION,「片仮名」fu,,,,,,ROMAJI,KATAKANA,,28,,,,,,,,,,,,,,,
ヘ,HE,he,he,ROMAJI;KATAKANA;SEION,「片仮名」he,,,,,,ROMAJI,KATAKANA,,29,,,,,,,,,,,,,,,
ホ,HO,ho,ho,ROMAJI;KATAKANA;SEION,「片仮名」ho,,,,,,ROMAJI,KATAKANA,,30,,,,,,,,,,,,,,,
マ,MA,ma,ma,ROMAJI;KATAKANA;SEION,「片仮名」ma,,,,,,ROMAJI,KATAKANA,,31,,,,,,,,,,,,,,,
ミ,MI,mi,mi,ROMAJI;KATAKANA;SEION,「片仮名」mi,,,,,,ROMAJI,KATAKANA,,32,,,,,,,,,,,,,,,
ム,MU,mu,mu,ROMAJI;KATAKANA;SEION,「片仮名」mu,,,,,,ROMAJI,KATAKANA,,33,,,,,,,,,,,,,,,
メ,ME,me,me,ROMAJI;KATAKANA;SEION,「片仮名」me,,,,,,ROMAJI,KATAKANA,,34,,,,,,,,,,,,,,,
モ,MO,mo,mo,ROMAJI;KATAKANA;SEION,「片仮名」mo,,,,,,ROMAJI,KATAKANA,,35,,,,,,,,,,,,,,,
ヤ,YA,ya,ya,ROMAJI;KATAKANA;SEION,「片仮名」ya,,,,,,ROMAJI,KATAKANA,,36,,,,,,,,,,,,,,,
ユ,YU,yu,yu,ROMAJI;KATAKANA;SEION,「片仮名」yu,,,,,,ROMAJI,KATAKANA,,38,,,,,,,,,,,,,,,
ヨ,YO,yo,yo,ROMAJI;KATAKANA;SEION,「片仮名」yo,,,,,,ROMAJI,KATAKANA,,40,,,,,,,,,,,,,,,
ラ,RA,ra,ra,ROMAJI;KATAKANA;SEION,「片仮名」ra,,,,,,ROMAJI,KATAKANA,,41,,,,,,,,,,,,,,,
リ,RI,ri,ri,ROMAJI;KATAKANA;SEION,「片仮名」ri,,,,,,ROMAJI,KATAKANA,,42,,,,,,,,,,,,,,,
ル,RU,ru,ru,ROMAJI;KATAKANA;SEION,「片仮名」ru,,,,,,ROMAJI,KATAKANA,,43,,,,,,,,,,,,,,,
レ,RE,re,re,ROMAJI;KATAKANA;SEION,「片仮名」re,,,,,,ROMAJI,KATAKANA,,44,,,,,,,,,,,,,,,
ロ,RO,ro,ro,ROMAJI;KATAKANA;SEION,「片仮名」ro,,,,,,ROMAJI,KATAKANA,,45,,,,,,,,,,,,,,,
ワ,WA,wa,wa,ROMAJI;KATAKANA;SEION,「片仮名」wa,,,,,,ROMAJI,KATAKANA,,46,,,,,,,,,,,,,,,
ヰ,WI,wi,wi,DEPRECATED;ROMAJI;KATAKANA;SEION,「片仮名」wi,,,,,,ROMAJI,KATAKANA,EXT,47,,,,,,,,,,,,,,,
ヱ,WE,we,we,DEPRECATED;ROMAJI;KATAKANA;SEION,「片仮名」we,,,,,,ROMAJI,KATAKANA,EXT,49,,,,,,,,,,,,,,,
ヲ,WO,o,wo,ROMAJI;KATAKANA;SEION,「片仮名」o (wo),,,,,,ROMAJI,KATAKANA,,50,,,,,,,,,,,,,,,
ン,NN,n,nn,ROMAJI;KATAKANA;HATSUON,「片仮名」n (nn),,,,,,ROMAJI,KATAKANA,,51,,,,,,,,,,,,,,,
が,ga,ga,ga,ROMAJI;HIRAGANA;DAKUON,「平仮名」ga,,,,,,ROMAJI,DAKUON,,1,,,,,,,,,,,,,,,
ぎ,gi,gi,gi,ROMAJI;HIRAGANA;DAKUON,「平仮名」gi,,,,,,ROMAJI,DAKUON,,2,,,,,,,,,,,,,,,
ぐ,gu,gu,gu,ROMAJI;HIRAGANA;DAKUON,「平仮名」gu,,,,,,ROMAJI,DAKUON,,3,,,,,,,,,,,,,,,
げ,ge,ge,ge,ROMAJI;HIRAGANA;DAKUON,「平仮名」ge,,,,,,ROMAJI,DAKUON,,4,,,,,,,,,,,,,,,
ご,go,go,go,ROMAJI;HIRAGANA;DAKUON,「平仮名」go,,,,,,ROMAJI,DAKUON,,5,,,,,,,,,,,,,,,
ざ,za,za,za,ROMAJI;HIRAGANA;DAKUON,「平仮名」za,,,,,,ROMAJI,DAKUON,,6,,,,,,,,,,,,,,,
じ,ji,ji,ji,ROMAJI;HIRAGANA;DAKUON,「平仮名」ji,,,,,,ROMAJI,DAKUON,,7,,,,,,,,,,,,,,,
ず,zu,zu,zu,ROMAJI;HIRAGANA;DAKUON,「平仮名」zu,,,,,,ROMAJI,DAKUON,,8,,,,,,,,,,,,,,,
ぜ,ze,ze,ze,ROMAJI;HIRAGANA;DAKUON,「平仮名」ze,,,,,,ROMAJI,DAKUON,,9,,,,,,,,,,,,,,,
ぞ,zo,zo,zo,ROMAJI;HIRAGANA;DAKUON,「平仮名」zo,,,,,,ROMAJI,DAKUON,,10,,,,,,,,,,,,,,,
だ,da,da,da,ROMAJI;HIRAGANA;DAKUON,「平仮名」da,,,,,,ROMAJI,DAKUON,,11,,,,,,,,,,,,,,,
ぢ,di,ji,di,ROMAJI;HIRAGANA;DAKUON,「平仮名」ji (di),,,,,,ROMAJI,DAKUON,,12,,,,,,,,,,,,,,,
づ,du,zu,du,ROMAJI;HIRAGANA;DAKUON,「平仮名」zu (du),,,,,,ROMAJI,DAKUON,,13,,,,,,,,,,,,,,,
で,de,de,de,ROMAJI;HIRAGANA;DAKUON,「平仮名」de,,,,,,ROMAJI,DAKUON,,14,,,,,,,,,,,,,,,
ど,do,do,do,ROMAJI;HIRAGANA;DAKUON,「平仮名」do,,,,,,ROMAJI,DAKUON,,15,,,,,,,,,,,,,,,
ば,ba,ba,ba,ROMAJI;HIRAGANA;DAKUON,「平仮名」ba,,,,,,ROMAJI,DAKUON,,16,,,,,,,,,,,,,,,
び,bi,bi,bi,ROMAJI;HIRAGANA;DAKUON,「平仮名」bi,,,,,,ROMAJI,DAKUON,,17,,,,,,,,,,,,,,,
ぶ,bu,bu,bu,ROMAJI;HIRAGANA;DAKUON,「平仮名」bu,,,,,,ROMAJI,DAKUON,,18,,,,,,,,,,,,,,,
べ,be,be,be,ROMAJI;HIRAGANA;DAKUON,「平仮名」be,,,,,,ROMAJI,DAKUON,,19,,,,,,,,,,,,,,,
ぼ,bo,bo,bo,ROMAJI;HIRAGANA;DAKUON,「平仮名」bo,,,,,,ROMAJI,DAKUON,,20,,,,,,,,,,,,,,,
ぱ,pa,pa,pa,ROMAJI;HIRAGANA;HANDAKUON,「平仮名」pa,,,,,,ROMAJI,DAKUON,,21,,,,,,,,,,,,,,,
ぴ,pi,pi,pi,ROMAJI;HIRAGANA;HANDAKUON,「平仮名」pi,,,,,,ROMAJI,DAKUON,,22,,,,,,,,,,,,,,,
ぷ,pu,pu,pu,ROMAJI;HIRAGANA;HANDAKUON,「平仮名」pu,,,,,,ROMAJI,DAKUON,,23,,,,,,,,,,,,,,,
